,Farmacia,Producto,SKU,Normal,Oferta
3054,Ahumada,Emuline Aceite Rosa Mosqueta x 20 mL,50329,6995.00,6995.00
3055,Ahumada,Sedal Shampoo Bomba Coco x 340 mL,86790,2949.00,2949.00
3056,Ahumada,BABY CREMA CORPORAL EUCERIN 400 ML,82078,21499.00,21499.00
3057,Ahumada,Herbal Essences Shampoo Reparador Argan Oil x 400 mL,84816004,7299.00,7299.00
3058,Ahumada,Bentley Lubricante Intimo Hot! x 50 g Gel Vaginal,87496,5795.00,5795.00
3059,Ahumada,Rexona Men Desodorante Spray Futbol Fanatics x 90 g,84934,3299.00,3299.00
3060,Ahumada,Durex Sensitivo Delgado x 3 Unidades,78954,5045.00,5045.00
3061,Ahumada,PROTECTOR SOLAR KIDS LOCI\u00d3N CON MICROPIGMENTOS EUCERIN FPS30 150 ML,82867,16699.00,16699.00
3062,Ahumada,Gastrolen x 30 Comprimidos Recubiertos,21219,12895.00,12895.00
3063,Ahumada,Femoston 1\/10 x 28 Comprimidos Recubiertos,38694,26895.00,26895.00
3064,Ahumada,"NP-27 8,71 % x 60 mL Soluci\u00f3n T\u00f3pica",44989,9895.00,9895.00
3065,Ahumada,Gillette Pack Maquina Afeitar Venus Tropical x 3 Unidades,82305,6299.00,6299.00
3066,Ahumada,Blondor Decolorante x 20 g,2733,2099.00,2099.00
3067,Ahumada,Limpiador de Heridas,72895,4995.00,4995.00
3068,Ahumada,Avene Protector Solar Fluido Mineral FPS 50+ x 40 mL,83823,18799.00,18799.00
3069,Ahumada,Fructis Acondicionador Hair Food Coco x 300 mL,88279006,4299.00,4299.00
3070,Ahumada,Oftasona N x 10 mL Solucion Oftalmica,8295,14895.00,14895.00
3071,Ahumada,Remitex D x 20 Comprimidos De Liberaci\u00f3n Prolongada,75264,20195.00,20195.00
3072,Ahumada,Cinta Remoci\u00f3n Sin Dolor 25mm x 5m,75554,9095.00,9095.00
3073,Ahumada,Traumeel S x 50 Comprimidos Sublinguales,49944,19395.00,19395.00
3074,Ahumada,Vitis Pasta Dental Aloe Vera x 130 g,41579,5099.00,5099.00
3075,Ahumada,Lady Speed Stick Desodorante Barra Wild x 45 g,22091,3649.00,3649.00
3076,Ahumada,Gillette Crema Para Afeitar Prestobarba Sensitive x 150 g,79346,4949.00,4949.00
3077,Ahumada,No 7 Rubor Power Blusher Peach Velvet x 1 Unidad,81227003,11799.00,11799.00
3078,Ahumada,Mentix 200 mg x 30 Comprimidos,44704,36095.00,36095.00
3079,Ahumada,Traumeel S x 50 g Pomada T\u00f3pica,49947,20795.00,20795.00
3080,Ahumada,"Ciproval 0,3% x 5 mL Soluci\u00f3n Oft\u00e1lmica",8620,26295.00,26295.00
3081,Ahumada,"Burts Bees Balsamo Labial B.Bees Rose x 4,25 g",84624001,7549.00,7549.00
3082,Ahumada,Isdin Crema Cicapost x 50 g,44147,18199.00,18199.00
3083,Ahumada,Snickers Chocolate Mani x 58 g,1438,1499.00,1499.00
3084,Ahumada,Pantene Acondicionador Restauraci\u00f3n x 400 mL,32006012,4199.00,4199.00
3085,Ahumada,Old Spice Body Spray Wolfthorn x 150 mL,80435005,3199.00,3199.00
3086,Ahumada,Jean Les Pins Fragancia Sweet Glamour x 100 mL,64645,3899.00,3899.00
3087,Ahumada,Otipax x 15 mL Soluci\u00f3n Para Gotas Oticas,79927,15495.00,15495.00
3088,Ahumada,No 7 Base Beautifully Matte Honey x 30 mL,85171,24699.00,24699.00
3089,Ahumada,Accu-Chek Performa x 25 Tiras,66280,35395.00,35395.00
3090,Ahumada,Maybelline Base Instant Anti Age Borrador 30 Sand x 1 Unidad,70370,9499.00,9499.00
3091,Ahumada,Maybelline Base Superstay 24H True Beige x 1 Unidad,67225004,9199.00,9199.00
3092,Ahumada,Pack Preservativos Lifestyles 12 Unidades + Bentley Gel 50 g x 1 Pack,70549,9495.00,9495.00
3093,Ahumada,Colgate Pack Pasta Dental Luminous White x 1 Pack,83784,7699.00,7699.00
3094,Ahumada,"Metrogel 0,75 % x 30 g Gel T\u00f3pico",11741,26895.00,26895.00
3095,Ahumada,Salonpas x 10 Parches T\u00f3picos,1239,4595.00,4595.00
3096,Ahumada,"FUTURO\u2122 Soporte de Mu\u00f1eca Ajustable, 46378PSR",78038,7395.00,7395.00
3097,Ahumada,Pomada Salicilada 10 % x 25 g,3351,1845.00,1845.00
3098,Ahumada,Maybelline Labial Super Stay Matte Ink Romantic x 5 mL,83886001,6099.00,6099.00
3099,Ahumada,Isdin Agua Micelar 4 En 1 x 400 mL,85800,15799.00,15799.00
3100,Ahumada,Cerave SA Crema Alisadora Anti-Rugosidades x 340 g,87934,15199.00,15199.00
3101,Ahumada,Clarimir F x 15 mL Soluci\u00f3n Oft\u00e1lmica,39982,11095.00,11095.00
3102,Ahumada,Garnier Loci\u00f3n Mini Micelar x 100 mL,85726,2199.00,2199.00
3103,Ahumada,Tinelle 3 x 91 Comprimidos Recubiertos,77041,42495.00,42495.00
3104,Ahumada,Bioflora 250 mg x 10 C\u00e1psulas,82886,10095.00,10095.00
3105,Ahumada,CREMA FACIAL ANTIARRUGAS Q10 POWER NIVEA DIA FPS20 PIEL NORMAL A SECA 50ML,7443,10199.00,10199.00
3106,Ahumada,Teatrical Crema Humectante x 200 g,85427,3499.00,3499.00
3107,Ahumada,Oralne 20 mg x 30 C\u00e1psulas Blandas,75230,50995.00,50995.00
3108,Ahumada,Shakira Fragancia Florale x 50 mL,71387,15699.00,15699.00
3109,Ahumada,Oral B Cepillo Dental Complete Medio x 2 Unidades,66457,1999.00,1999.00
3110,Ahumada,Rayito De Sol Protector Solar Kids Ozono FPS 50 x 190 g,77937,6299.00,6299.00
3111,Ahumada,Levotiroxina Sodica 75 mcg x 56 Comprimidos,85561,6495.00,6495.00
3112,Ahumada,Brontal Infantil x 100 mL Jarabe,6114,5495.00,5495.00
3113,Ahumada,shampoo para beb\u00e9 johnson's\u00ae ph balanceado x 750 ml.,86598001,6099.00,6099.00
3114,Ahumada,La Roche Posay M\u00e1scara Pesta\u00f1as Toleriane Make Up Volumen x 8 mL,81057001,21399.00,21399.00
3115,Ahumada,Myfortic 360 mg x 120 Comprimidos Con Recubrimiento Enterico,42389,327895.00,327895.00
3116,Ahumada,Bi-O Desodorante Spray Masculino Protection 5 x 150 mL,74432,3099.00,3099.00
3117,Ahumada,Alexia-D x 20 C\u00e1psulas Con Gr\u00e1nulos Recubiertos De Liberaci\u00f3n Prolongada,37503,28895.00,28895.00
3118,Ahumada,Fisiolimp H x 50 mL Soluci\u00f3n Nasal,79704,9395.00,9395.00
3119,Ahumada,Uriage Shampoo Keratoreductor DS Hair x 150 mL,87535,12799.00,12799.00
3120,Ahumada,Vichy Autobronceante Facial y Corporal x 100 mL,36027,19499.00,19499.00
3121,Ahumada,Pregalex 150 mg x 30 Comprimidos,62443,38295.00,38295.00
3122,Ahumada,Gynera 75 mcg\/20 mcg x 21 Grageas,13208,17995.00,17995.00
3123,Ahumada,DESODORANTE SPRAY NIVEA MEN FRESH SPORT 150 ML,84888,2999.00,2999.00
3124,Ahumada,Carboron 300  mg x 50 Comprimidos,3800,18295.00,18295.00
3125,Ahumada,Loreal Retocador De Raiz Magic Retouch Casta\u00f1o Claro x 75 g,82166002,8999.00,8999.00
3126,Ahumada,Vichy Agua Solar Antioxidante Spf30 x 200 mL,85659,13599.00,13599.00
3127,Ahumada,Viadil Compuesto x 15 mL Soluci\u00f3n Oral Para Gotas,9573,9195.00,9195.00
3128,Ahumada,"Maybelline Tinte Para Cejas Tattoo Brow Medium Brown x 4,6 g",85971002,7999.00,7999.00
3129,Ahumada,Australian Gold Loci\u00f3n After Sun Moisture x 473 mL,73261,12499.00,12499.00
3130,Ahumada,Ginecopast x 10 Ovulos Vaginales,25710,14795.00,14795.00
3131,Ahumada,Lafigin 100 mg x 30 Comprimidos,27452,38945.00,38945.00
3132,Ahumada,Millefiori Cera Depilatoria Para Microondas Detox x 180 g,87370,7099.00,7099.00
3133,Ahumada,L'Or\u00e9al Paris Corrector Infallible More Than Concealer Bisque x 11 mL,87571001,6999.00,6999.00
3134,Ahumada,Nestle Picado Etapa 3 Carne\/Verdura\/Fideos x 215 g,32323002,2349.00,2349.00
3135,Ahumada,Isdin Crema Facial Glicoisdin\u00ae 8 Antiedad x 50 mL,17324,38699.00,38699.00
3136,Ahumada,Ginkomax  80 mg x 60 Capsulas,88168,10895.00,10895.00
3137,Ahumada,Vichy Base Vichy Dermablend Correctora 45 x 30 mL,50439002,30399.00,30399.00
3138,Ahumada,"Spiriva Respimat 2,5 mcg\/dosis x 30 Dosis Soluci\u00f3n para Inhalaci\u00f3n",71047,73995.00,73995.00
3139,Ahumada,Rosugras 10 mg x 30 Comprimidos Recubiertos,83579,10595.00,10595.00
3140,Ahumada,Boots Peineta Bolsillo x 1 Unidad,86108,3299.00,3299.00
3141,Ahumada,Durex Clasico x 12 Unidades,78973,10995.00,10995.00
3142,Ahumada,Flemex JAT Forte x 120 mL Jarabe,28794,15695.00,15695.00
3143,Ahumada,Burts Bees Balsamo Labial Tinted Zinnia x 1 Unidad,84624006,7549.00,7549.00
3144,Ahumada,Ciruelax x 300 g Jalea,6227,7295.00,7295.00
3145,Ahumada,Repelex Kids x 80 g Crema,87463,6095.00,6095.00
3146,Ahumada,Options Jab\u00f3n De Tocador Aloe Vera 180 g x 2 Unidades,69362,1599.00,1599.00
3147,Ahumada,Lipitor 80 mg x 30 Comprimido Recubiertos,40778,71995.00,71995.00
3148,Ahumada,L'Or\u00e9al Paris Base Infallible 24H Fresh Wear 290 Golden Amber x 30 mL,77800012,11699.00,11699.00
3149,Ahumada,Burts Bees Balsamo Labial Tinted Pink Blossom x 1 Unidad,84624004,7549.00,7549.00
3150,Ahumada,L'Or\u00e9al Paris BB Cream C'Est Magic 04 Medium x 30 mL,88360003,8999.00,8999.00
3151,Ahumada,Loreal M\u00e1scara Pesta\u00f1as Volume Million Lashes x 1 Unidad,69497,9499.00,9499.00
3152,Ahumada,L'Or\u00e9al Paris Base Infallible 24H Fresh Wear 230 Radiant Honey x 30 mL,77800010,11699.00,11699.00
3153,Ahumada,Banana Boat Protector Solar Aqua Protect Kids FPS 50+ x 170 g,78053,9299.00,9299.00
3154,Ahumada,Gillette Repuesto Skinguard Sensitive x 2 Unidades,87640,8299.00,8299.00
3155,Ahumada,Dig-Herbal x 60 Comprimidos,46677,9745.00,9745.00
3156,Ahumada,Depo-Medrol 40 mg\/1 mL x 1 Vial Suspension Inyectable,17143,27245.00,27245.00
3157,Ahumada,Lyrica 75 mg x 14 Capsulas,44352,23595.00,23595.00
3158,Ahumada,"Cabertrix 0,5 mg x 2 Comprimidos",65959,40495.00,40495.00
3159,Ahumada,Bi - O Antitranspirante Spray Clinical Te Verde Mujer x 135 mL,87353,5399.00,5399.00
3160,Ahumada,Tri-Luma x 15 g Crema Topica,41527,39295.00,39295.00
3161,Ahumada,Monoi Tiki Tahiti Bronceador SPF 3 Tiare x 120 mL,85779,10399.00,10399.00
3162,Ahumada,Garnier Skin Active Mascarilla Express Aclara x 28 g,88202,2099.00,2099.00
3163,Ahumada,Cicatricure Serum Aclarante Vit C x 30 mL,88453,17199.00,17199.00
3164,Ahumada,Antitranspirante Nivea Deep Black wood Roll on 50ml,87979,3099.00,3099.00
3165,Ahumada,"B\u00c1LSAMO LABIAL NIVEA BLACKBERRY SHINE 4,8GR",88514,3399.00,3399.00
3166,Ahumada,La Roche Posay Protector Solar Spray Anthelios Shaka Dermopediatrico FPS 50+ x 200 mL,88432,21099.00,21099.00
3167,Ahumada,Cicatricure Crema Age Care Humectante x 50 mL,87955,7199.00,7199.00
3168,Ahumada,Soap & Glory M\u00e1scara Facial De-Clog Mask x 2 Unidades,86815,4999.00,4999.00
3169,Ahumada,Glucagen Hypokit 1mg\/mL x 1 Ampolla Liofilizado Para Solucion Inyectable Con Solvente,14130,59395.00,59395.00
3170,Ahumada,Alcohol Desnaturalizado 96 % x 250 mL Soluci\u00f3n T\u00f3pica,11238,2895.00,2895.00
3171,Ahumada,Medicasp 1 % Shampoo Pack x 1 Pack,88622,14295.00,14295.00
3172,Ahumada,Boots Elasticos Grueso Cafe x 10 Unidades,86095,999.00,999.00
3173,Ahumada,Bi - O Antitranspirante Roll-On Clinical Te Verde Hombre x 50 mL,87357,4299.00,4299.00
3174,Ahumada,Hylo-Gel x 10 mL Soluci\u00f3n Oft\u00e1lmica,85566,23795.00,23795.00
3175,Ahumada,Galvus Met 50 mg\/850 mg x 28 Comprimidos Recubiertos,65148,37795.00,37795.00
3176,Ahumada,Lifestyles Nuda x 12 Unidades,3546,7495.00,7495.00
3177,Ahumada,Ciclomex-20 x 21 Comprimidos Recubiertos,12161,15495.00,15495.00
3178,Ahumada,Mascarilla en Tela Nivea Urban Skin Shot Detox 10 Minutos,87416001,2599.00,2599.00
3179,Ahumada,Thyrozol 10 mg x 50 Comprimidos Recubiertos,40965,34995.00,34995.00
3180,Ahumada,Keppra 1000 mg x 30 Comprimidos Recubiertos,65092,77395.00,77395.00
3181,Ahumada,Vytorin 10 mg\/20 mg x 28 Comprimidos,45023,50895.00,50895.00
3182,Ahumada,Ezetrol 10 mg x 30 Comprimidos,86676,35895.00,35895.00
3183,Ahumada,Bio Mood 25 mg x 30 Comprimidos Recubiertos,78876,19095.00,19095.00
3184,Ahumada,Azitromicina 200 mg\/5 mL x 30 mL Polvo Para Suspension Oral,87714,9495.00,9495.00
3185,Ahumada,Vichy Agua Termal Spray x 50 mL,87573,4199.00,4199.00
3186,Ahumada,Rux 20 mg x 30 Comprimidos Recubiertos,76444,35095.00,35095.00
3187,Ahumada,Vaselina Solida Oficinal x 100 g Uso Topico,85342,1795.00,1795.00
3188,Ahumada,Options P\u00e9talos Desmaquillantes x 80 Unidades,82097,1399.00,1399.00
3189,Ahumada,"Louten 0,005% x 2,5 mL Solucion Oftalmica",29122,24495.00,24495.00
3190,Ahumada,Shakira Eau de Toilette Dance x 50 mL,82754,15699.00,15699.00
3191,Ahumada,Ruboril Gel Concentrado Expert Intense x 15 mL,88095,18999.00,18999.00
3192,Ahumada,Limpiador Facial NIVEA 3 en 1 con Arcilla 150ml,88118,5199.00,5199.00
3193,Ahumada,Vichy Ideal Soleil After Sun Leche x 300 mL,85692,13699.00,13699.00
3194,Ahumada,Gillette Desodorante Hydra Gel Aloe Vera x 82 g,32530005,3799.00,3799.00
3195,Ahumada,Lyrica 25 mg x 14 Capsulas,75187,12495.00,12495.00
3196,Ahumada,Keval 40 mg x 6 Comprimidos Recubiertos,79184,18595.00,18595.00
3197,Ahumada,Glafornil 850 mg x 30 Comprimidos Recubiertos,9272,15895.00,15895.00
3198,Ahumada,Vichy Desodorante Roll On Aclara la Piel x 50 mL,77685,14199.00,14199.00
3199,Ahumada,Eminence Fragancia Con Atomizador x 100 mL,9265,8899.00,8899.00
3200,Ahumada,Ruboril Gel-Crema Antienrojecimiento Expert M x 40 mL,85029,17299.00,17299.00
3201,Ahumada,Kivexa 600 mg \/ 300 mg x 30 Comprimidos Recubiertos,46348,777695.00,777695.00
3202,Ahumada,Magic Retocador De Raices Retouch Coloracion Rojo x 44 g,82166006,8999.00,8999.00
3203,Ahumada,Suerox Bebida Naranja x 630 mL,87943,2645.00,2645.00
3204,Ahumada,"No 7 Delineador De Ojos Liquido Stay Perfect Lap Caf\u00e9 x 1,6 g",81241002,9299.00,9299.00
3205,Ahumada,Old Spice Antitranspirante Barra Mar Profundo x 50 g,87348,3299.00,3299.00
3206,Ahumada,"Neumocort plus 160 mg\/4,5 mg x 150 dosis Aerosol Para Inhalaci\u00f3n",79946,25095.00,25095.00
3207,Ahumada,Crestor 10 mg x 30 Comprimidos Recubiertos,80570,44295.00,44295.00
3208,Ahumada,Pack T\u00edo Nacho Shampoo + Acondicionador Herbolaria Milenaria 415 Ml,82650,11999.00,11999.00
3209,Ahumada,Isdin\u00ae Fotoprotector Gel Cream Muy Alta FPS 50+ x 200 mL,65660,19199.00,19199.00
3210,Ahumada,Glafornil 850 mg x 60 Comprimidos Recubiertos,9285,23895.00,23895.00
3211,Ahumada,"No 7 Delineador De Ojos Stay Perfect Amazing Deep Grey x 1,2 g",81243003,6999.00,6999.00
3212,Ahumada,Monoi Tiki Tahiti Bronceador SPF 3 Coco x 120 mL,85778,10399.00,10399.00
3213,Ahumada,Dr. Vitaday 100 mg x 100 Comprimidos Masticables,87606,2395.00,2395.00
3214,Ahumada,"L'Or\u00e9al Paris Mascara De Pesta\u00f1as Paris Bambi False Lash 01 Black x 7,4 mL",88334001,9699.00,9699.00
3215,Ahumada,L'Or\u00e9al Paris Base Visible Lift 146 Nude Beige x 30 mL,75332001,11599.00,11599.00
3216,Ahumada,Always Protectores Diario C\/Perfume x 80 Unidades,85139,3099.00,3099.00
3217,Ahumada,No 7 Delineador De Labios Precision Red x 1 Unidad,81246001,9899.00,9899.00
3218,Ahumada,Gillette Espuma De Afeitar Sensitive x 56 g,84732,1699.00,1699.00
3219,Ahumada,Supradyn Prenatal x 30 Comprimidos Recubiertos,15657,20795.00,20795.00
3220,Ahumada,Vironida Forte 400 mg\/5 mL x 100 mL Suspension Oral,46103,35295.00,35295.00
3221,Ahumada,Suerox Bebida Manzana x 630 mL,87944,2645.00,2645.00
3222,Ahumada,Progeva 200 mg x 30 C\u00e1psulas Blandas,86961,17395.00,17395.00
3223,Ahumada,Coral Colonia Natural Spray Love x 100 mL,81981004,4299.00,4299.00
3224,Ahumada,Prednisolona Acetato 1 % x 5 mL Suspension Oftalmica,82054,6395.00,6395.00
3225,Ahumada,Crevet Light 500 mg Miel Propoleo x 32 Comprimidos Masticables,88208,3295.00,3295.00
3226,Ahumada,Cicatricure Crema Contorno De Ojos Blur & Filler x 15 mL,85300,11699.00,11699.00
3227,Ahumada,Ivercrem 1 % x 30 g Crema Topica,86914,24995.00,24995.00
3228,Ahumada,GEL DE LIMPIEZA ROSTRO Y BARBA NIVEA MEN DEEP 100ML,88117,4699.00,4699.00
3229,Ahumada,"Maybelline M\u00e1scara De Pesta\u00f1as Falsies Lash Lift A Prueba De Agua Negro x 8,6 mL",88159001,9199.00,9199.00
3230,Ahumada,LOCI\u00d3N MICELAR 3 EN 1 NIVEA PIEL SENSIBLE 100ML,88119,1899.00,1899.00
3231,Ahumada,Atorvastatina 10 mg x 30 Comprimidos Recubiertos,37619,2595.00,2595.00
3232,Ahumada,Etiquet Pack Antitranspirante Woman Roll - On Floral 60 g x 1 Pack,82794001,4299.00,4299.00
3233,Ahumada,Mecolzine 500 mg x 30 Supositorios,87303,86495.00,86495.00
3234,Ahumada,Olmepress 40 mg x 30 Comprimidos Recubiertos,88176,18895.00,18895.00
3235,Ahumada,Stribild x 30 Comprimidos Recubiertos,80320,509995.00,509995.00
3236,Ahumada,Regenesis Up x 30 C\u00e1psulas Blandas,85533,17595.00,17595.00
3237,Ahumada,Olmepress 20 mg x 30 Comprimidos Recubiertos,88175,15495.00,15495.00
3238,Ahumada,Boots Encrespador De Pesta\u00f1as x 1 Unidad,86076,2399.00,2399.00
3239,Ahumada,Aerofacidose AE Lactante x 1 Unidad,26932,9645.00,9645.00
3240,Ahumada,Corega Ultra Crema Sabor Menta x 70 g,85412,15099.00,15099.00
3241,Ahumada,Ciproval 500 mg x 20 Comprimidos Recubiertos,19560,33995.00,33995.00
3242,Ahumada,Aliven 4 mg  x 30 Comprimidos Masticables,87615,20295.00,20295.00
3243,Ahumada,Loreal M\u00e1scara De Pesta\u00f1as X-Fiber x 1 Unidad,86927002,9399.00,9399.00
3244,Ahumada,Speed Stick Antitranspirante Spray Waterproof Fresh x 150 mL,84183001,3649.00,3649.00
3245,Ahumada,Rovartal 20 mg x 30 Comprimidos Recubiertos,71227,27595.00,27595.00
3246,Ahumada,Nosotras Protector Diario Sensiti-V Multiestilo x 60 Unidades,86819,2549.00,2549.00
3247,Ahumada,Nido Leche En Polvo Etapa 5+ Protectus x 1600 g,15772,15899.00,15899.00
3248,Ahumada,"Metoject 20 mg\/0,4mL x 1 Jeringa Prellenada Solucion Inyectable",74721,27995.00,27995.00
3249,Ahumada,Arizol 10 mg x 28 Comprimidos,87598,55895.00,55895.00
3250,Ahumada,Pampers Premium Care XXG M\u00e1s de 15 kg x 128 Unidad,87191,37899.00,37899.00
3251,Ahumada,Pepsodent Pasta Dental Integral 18 Coco White x 75 mL,87016,2199.00,2199.00
3252,Ahumada,Viora x 21 Comprimidos Recubiertos,80614,16695.00,16695.00
3253,Ahumada,Lipox 80 mg x 30 Comprimidos Recubiertos,61833,20195.00,20195.00
3254,Ahumada,La Roche Posay Crema Redermic R Contorno De Ojos x 15 mL,85696,34099.00,34099.00
3255,Ahumada,Lady Speed Stick Pack Desodorante Spray 24\/7 Pro 5 165 mL x 1 Pack,83362,5849.00,5849.00
3256,Ahumada,Maybelline Labial Larga Duraci\u00f3n Superstay 24 Horas 850 Frosted Mauve Paso 1 y 2 x 1 Unidad,88162002,6849.00,6849.00
3257,Ahumada,L'Or\u00e9al Paris Base Infallible 24H Fresh Wear 145 Rose Beige x 30 mL,77800015,11699.00,11699.00
3258,Ahumada,Galvus 50 mg x 56 Comprimidos,65163,49945.00,49945.00
3259,Ahumada,"Clofexan 0,25\/2 mg\/5 mL x 120 mL Jarabe",3580,11495.00,11495.00
3260,Ahumada,Iskimil 75 mg x 30 Comprimidos Recubiertos,42120,27795.00,27795.00
3261,Ahumada,Clean Start Higienizante Para Manos x 220 mL Solucion,88621,2499.00,2499.00
3262,Ahumada,Ludium 5 mg x 30 Comprimidos Recubiertos,86686,53995.00,53995.00
3263,Ahumada,"Sifrol ER 0,375 mg x 30 Comprimidos De Liberacion Prolongada",69789,24895.00,24895.00
3264,Ahumada,Budenofalk 3 mg x 100 C\u00e1psulas Con Gr\u00e1nulos Gastroresistentes,41085,139995.00,139995.00
3265,Ahumada,No 7 Polvo Compacto Perfect Fair x 1 Unidad,81235001,21799.00,21799.00
3266,Ahumada,Vantux Acondicionador x 100 mL,72426,7695.00,7695.00
3267,Ahumada,Lipitor 20 mg x 30 Comprimidos Recubiertos,14801,68995.00,68995.00
3268,Ahumada,"Kyleena  D.I.U. 19,5 mg x 1 Sistema Intrauterino",86677,223695.00,223695.00
3269,Ahumada,Isentress 400 mg x 60 Comprimidos Recubiertos,68316,544995.00,544995.00
3270,Ahumada,BALSAMO CALMANTE COMPLEMENTARIO FACIAL EUCERIN DERMOPURE 50ML,84914,18799.00,18799.00
3271,Ahumada,Lyrica 150 mg x 14 Capsulas,44350,39895.00,39895.00
3272,Ahumada,Vichy Purete Thermal 3 en 1 Loci\u00f3n Desmaquillante x 200 mL,12461,14399.00,14399.00
3273,Ahumada,Infex 500 mg x 14 Comprimidos Recubiertos,46487,24195.00,24195.00
3274,Ahumada,Boots Cepillo De Pelo Estilo Ventilado x 1 Unidad,86103,3799.00,3799.00
3275,Ahumada,Heliocare 360 Mineral Fluid FPS 50 + x 50 mL Gel Topico,87002,21895.00,21895.00
3276,Ahumada,Eurocor 10 mg x 35 Comprimidos Recubiertos,71841,23095.00,23095.00
3277,Ahumada,Benzac AC Wash 5 % x 100 g Gel Dermico,87740,25745.00,25745.00
3278,Ahumada,Caresens N Premier Medidor de Glucosa x 1 Unidad,87277,22995.00,22995.00
3279,Ahumada,L'Or\u00e9al Paris BB Cream C'Est Magic 02 Light x 30 mL,88360001,8999.00,8999.00
3280,Ahumada,La Roche Posay Protector Solar FPS 50 Spray Invisible x 200 mL,80115,20499.00,20499.00
3281,Ahumada,Bi-O Pack Antitranspirante Spray Clarify x 1 Pack,87344,4299.00,4299.00
3282,Ahumada,Sedal Acondicionador Bomba Argan x 340 mL,84832,2949.00,2949.00
3283,Ahumada,Galvus Met 50 mg\/500 mg x 56 Comprimidos Recubiertos,68490,58095.00,58095.00
3284,Ahumada,"Sifrol ER 0,75 mg x 30 Comprimidos De Liberacion Prolongada",69800,49295.00,49295.00
3285,Ahumada,Banana Boat Protector Solar Dry Balance Sport FPS 50+ x 180 mL,83820,9399.00,9399.00
3286,Ahumada,Xarelto 20 mg x 28 Comprimidos Recubiertos,72279,78095.00,78095.00
3287,Ahumada,Arizol 5 mg x 28 Comprimidos,87469,31195.00,31195.00
3288,Ahumada,La Coupe Acondicionador Orgnx Brazin Keratin Complex x 300 mL,78819001,8299.00,8299.00
3289,Ahumada,Vichy Liftactiv Specialist Glyco-C x 30 Ampollas,87920,45599.00,45599.00
3290,Ahumada,Soap & Glory Labial Sexy Mother Punker Matte Super Nude x 1 Unidad,86483005,9299.00,9299.00
3291,Ahumada,Janumet 50 mg\/1000 mg x 28 Comprimidos Recubiertos,62013,35095.00,35095.00
3292,Ahumada,L'Or\u00e9al Paris Infallible 24HR 2-Step Lipstick 506 Red Infaillible x 1 Unidad,88359004,7499.00,7499.00
3293,Ahumada,Simonds Baby Mordedor De Llaves x 1 Unidad,85435,7549.00,7549.00
3294,Ahumada,Daksol 100 mg x 28 Comprimidos,78091,40895.00,40895.00
3295,Ahumada,Rux 10 mg x 30 Comprimidos Recubiertos,76442,22295.00,22295.00
3296,Ahumada,Duoresp Spiromax 320 mcg\/9 mcg x 60 Dosis Polvo Para Inhalaci\u00f3n,85325,57795.00,57795.00
3297,Ahumada,Shakira Eau de Toilette Dream Con Atomizador x 50 mL,85453,15699.00,15699.00
3298,Ahumada,Lamictal 25 mg x 30 Comprimidos,19282,26545.00,26545.00
3299,Ahumada,Boots Set Horquillas Negro x 30 Unidades,86449,1249.00,1249.00
3300,Ahumada,Gel Micelar NIVEA Rose Care 150 ml,88487,5399.00,5399.00
3301,Ahumada,Recovery K Tape Azul 5 cm x 5 m,79790,9795.00,9795.00
3302,Ahumada,Vitakron Mujer x 30 Comprimidos Recubiertos,87495,10395.00,10395.00
3303,Ahumada,Nexium 40 mg x 28 Comprimidos Con Recubrimiento Ent\u00e9rico,35826,46395.00,46395.00
3304,Ahumada,Oral B Pasta Dental 3D White Purification Charcoal x 102 g,87644,4599.00,4599.00
3305,Ahumada,Bi - O Antitranspirante Barra Clinical Te Verde Mujer x 40 g,87350,4699.00,4699.00
3306,Ahumada,Nosotras Protectores Diario Normal x 40 Unidades,42631,1749.00,1749.00
3307,Ahumada,Nutrex BCAA 6000 x 255 g Polvo Para Suspension Oral,87834,26995.00,26995.00
3308,Ahumada,Suerox Bebida Tropical Blue x 630 mL,87942,2645.00,2645.00
3309,Ahumada,Old Spice Pack Body Spray Showtime x 1 Pack,80490001,4699.00,4699.00
3310,Ahumada,Deprax 100 mg x 30 Comprimidos Recubiertos,23416,28895.00,28895.00
3311,Ahumada,"Omnic Ocas 0,4 mg x 30 Comprimidos Recubiertos De Liberaci\u00f3n Prolongada",65241,21995.00,21995.00
3312,Ahumada,Emolan Continuo Familia  Fps 50+  x 170 mL Spray,80368,11499.00,11499.00
3313,Ahumada,Neo-Alertop 5 mg x 30 Comprimidos Recubiertos,44460,8795.00,8795.00
3314,Ahumada,Sunvitlife Guarana 1200 mg x 60 Comprimidos,86768,10595.00,10595.00
3315,Ahumada,"Hialtears 0,4 % x 15 mL Soluci\u00f3n Oft\u00e1lmica",80562,18295.00,18295.00
3316,Ahumada,Sincris 10 mg x 30 Comprimidos Recubiertos,63726,36695.00,36695.00
3317,Ahumada,Vichy Dermablend Polvo Fijador x 28 g,49826,37499.00,37499.00
3318,Ahumada,Xuzal 5 mg\/mL x 20 mL Soluci\u00f3n Oral Para Gotas,75463,16795.00,16795.00
3319,Ahumada,Old Spice Antitranpirante Spray Le\u00f1a x 93 g,87349,3199.00,3199.00
3320,Ahumada,Vytorin 10 mg\/10 mg x 28 Comprimidos,45002,51995.00,51995.00
3321,Ahumada,Shakira Fragancia Original x 50 mL,69087,15699.00,15699.00
